<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
HPQ,0,20121115,100558,13.20000,246
HPQ,0,20121115,100558,13.20000,300
HPQ,0,20121115,100558,13.20000,200
HPQ,0,20121115,100558,13.19000,100
HPQ,0,20121115,100558,13.19000,100
HPQ,0,20121115,100558,13.19000,300
HPQ,0,20121115,100558,13.19000,100
HPQ,0,20121115,100558,13.19000,200
HPQ,0,20121115,100558,13.19000,200
HPQ,0,20121115,100558,13.19000,100
HPQ,0,20121115,100558,13.19000,100
HPQ,0,20121115,100558,13.19000,100
HPQ,0,20121115,100558,13.19000,100
HPQ,0,20121115,100558,13.19000,200
HPQ,0,20121115,100559,13.19500,200
HPQ,0,20121115,100559,13.19500,300
HPQ,0,20121115,100559,13.19500,200
HPQ,0,20121115,100559,13.20000,200
HPQ,0,20121115,100559,13.20000,100
HPQ,0,20121115,100559,13.20000,200
HPQ,0,20121115,100559,13.20000,200
HPQ,0,20121115,100559,13.20000,200
HPQ,0,20121115,100559,13.20000,200
HPQ,0,20121115,100559,13.20000,100
HPQ,0,20121115,100559,13.20000,100
HPQ,0,20121115,100559,13.20000,100
HPQ,0,20121115,100559,13.21000,200
HPQ,0,20121115,100559,13.21000,100
HPQ,0,20121115,100559,13.21000,100
HPQ,0,20121115,100559,13.21000,175
HPQ,0,20121115,100600,13.20000,100
HPQ,0,20121115,100600,13.20000,200
HPQ,0,20121115,100600,13.20000,200
HPQ,0,20121115,100600,13.20000,124
HPQ,0,20121115,100600,13.20000,200
HPQ,0,20121115,100602,13.20000,200
HPQ,0,20121115,100602,13.20000,100
HPQ,0,20121115,100602,13.20000,100
HPQ,0,20121115,100602,13.20000,400
HPQ,0,20121115,100620,13.21000,125
HPQ,0,20121115,100620,13.21000,100
HPQ,0,20121115,100620,13.21000,100
HPQ,0,20121115,100634,13.22000,100
HPQ,0,20121115,100634,13.22000,100
HPQ,0,20121115,100705,13.23000,300
HPQ,0,20121115,100705,13.23000,100
HPQ,0,20121115,100705,13.23000,100
HPQ,0,20121115,100705,13.23000,100
HPQ,0,20121115,100705,13.23000,400
HPQ,0,20121115,100716,13.24000,100
HPQ,0,20121115,100724,13.24000,100
HPQ,0,20121115,100724,13.24000,300
HPQ,0,20121115,100807,13.23000,300
HPQ,0,20121115,100807,13.23000,300
HPQ,0,20121115,100807,13.23000,100
HPQ,0,20121115,100807,13.23000,200
HPQ,0,20121115,100807,13.23000,200
HPQ,0,20121115,100807,13.23000,100
HPQ,0,20121115,100807,13.23000,200
HPQ,0,20121115,100835,13.23000,200
HPQ,0,20121115,100835,13.23000,400
HPQ,0,20121115,100835,13.23000,200
HPQ,0,20121115,100835,13.23000,300
HPQ,0,20121115,100835,13.23000,200
HPQ,0,20121115,100835,13.23000,100
HPQ,0,20121115,100835,13.23000,100
HPQ,0,20121115,100835,13.23000,100
HPQ,0,20121115,100835,13.23000,200
HPQ,0,20121115,100835,13.23000,100
HPQ,0,20121115,100902,13.24000,200
HPQ,0,20121115,100902,13.24000,337
HPQ,0,20121115,100902,13.24000,100
HPQ,0,20121115,100905,13.25000,400
HPQ,0,20121115,100905,13.25000,200
HPQ,0,20121115,100905,13.25000,300
HPQ,0,20121115,100905,13.25000,100
HPQ,0,20121115,100905,13.25000,300
HPQ,0,20121115,100905,13.25000,100
HPQ,0,20121115,100906,13.26000,200
HPQ,0,20121115,100906,13.26000,200
HPQ,0,20121115,100917,13.26000,200
HPQ,0,20121115,100917,13.26000,300
HPQ,0,20121115,100917,13.26000,100
HPQ,0,20121115,100949,13.26000,300
HPQ,0,20121115,100949,13.26000,200
HPQ,0,20121115,100949,13.26000,100
HPQ,0,20121115,100949,13.26000,300
HPQ,0,20121115,100949,13.25000,200
HPQ,0,20121115,100949,13.25000,100
HPQ,0,20121115,100949,13.25000,325
HPQ,0,20121115,100949,13.25500,100
HPQ,0,20121115,101012,13.26000,200
HPQ,0,20121115,101012,13.26000,100
HPQ,0,20121115,101012,13.26000,100
HPQ,0,20121115,101012,13.26000,100
HPQ,0,20121115,101031,13.25000,200
HPQ,0,20121115,101036,13.25000,100
HPQ,0,20121115,101102,13.25000,255
HPQ,0,20121115,101102,13.25000,400
HPQ,0,20121115,101102,13.25000,185
HPQ,0,20121115,101102,13.25000,185
HPQ,0,20121115,101102,13.25000,200
HPQ,0,20121115,101102,13.25000,200
HPQ,0,20121115,101102,13.25000,100
HPQ,0,20121115,101103,13.24500,100
HPQ,0,20121115,101104,13.24500,100
HPQ,0,20121115,101112,13.25000,400
HPQ,0,20121115,101113,13.25000,100
HPQ,0,20121115,101113,13.25000,100
HPQ,0,20121115,101113,13.25000,600
HPQ,0,20121115,101115,13.26000,400
HPQ,0,20121115,101115,13.26000,300
HPQ,0,20121115,101115,13.26000,100
HPQ,0,20121115,101115,13.26000,200
HPQ,0,20121115,101115,13.26000,200
HPQ,0,20121115,101123,13.26000,100
HPQ,0,20121115,101123,13.26000,100
HPQ,0,20121115,101123,13.26000,300
HPQ,0,20121115,101123,13.25000,200
HPQ,0,20121115,101123,13.25000,100
HPQ,0,20121115,101123,13.25000,200
HPQ,0,20121115,101123,13.25000,300
HPQ,0,20121115,101123,13.25000,200
HPQ,0,20121115,101123,13.25000,800
HPQ,0,20121115,101123,13.25000,100
HPQ,0,20121115,101123,13.25000,800
HPQ,0,20121115,101123,13.25000,200
HPQ,0,20121115,101123,13.25000,200
HPQ,0,20121115,101129,13.25000,100
HPQ,0,20121115,101129,13.25000,3600
HPQ,0,20121115,101129,13.25000,100
HPQ,0,20121115,101130,13.26000,200
HPQ,0,20121115,101130,13.26000,100
HPQ,0,20121115,101131,13.26000,200
HPQ,0,20121115,101135,13.26000,800
HPQ,0,20121115,101135,13.26000,200
HPQ,0,20121115,101135,13.26000,400
HPQ,0,20121115,101135,13.26000,300
HPQ,0,20121115,101135,13.26000,100
HPQ,0,20121115,101135,13.26000,200
HPQ,0,20121115,101135,13.26000,100
HPQ,0,20121115,101135,13.26000,400
HPQ,0,20121115,101135,13.26000,200
HPQ,0,20121115,101135,13.26000,100
HPQ,0,20121115,101135,13.26000,100
HPQ,0,20121115,101202,13.25000,300
HPQ,0,20121115,101202,13.25000,400
HPQ,0,20121115,101202,13.25000,100
HPQ,0,20121115,101202,13.25000,100
HPQ,0,20121115,101202,13.25000,100
HPQ,0,20121115,101202,13.25000,4000
HPQ,0,20121115,101202,13.25000,300
HPQ,0,20121115,101202,13.25000,400
HPQ,0,20121115,101202,13.25000,100
HPQ,0,20121115,101202,13.25000,100
HPQ,0,20121115,101331,13.25000,100
HPQ,0,20121115,101331,13.25000,100
HPQ,0,20121115,101332,13.25500,200
HPQ,0,20121115,101332,13.25000,400
HPQ,0,20121115,101332,13.25000,200
HPQ,0,20121115,101332,13.25000,100
HPQ,0,20121115,101332,13.25000,100
HPQ,0,20121115,101332,13.25000,200
HPQ,0,20121115,101332,13.25000,200
HPQ,0,20121115,101332,13.25000,400
HPQ,0,20121115,101332,13.25000,400
HPQ,0,20121115,101332,13.25000,400
HPQ,0,20121115,101332,13.25000,300
HPQ,0,20121115,101332,13.25000,200
HPQ,0,20121115,101339,13.26000,119
HPQ,0,20121115,101339,13.26000,100
HPQ,0,20121115,101339,13.26000,800
HPQ,0,20121115,101339,13.26000,300
HPQ,0,20121115,101339,13.26000,300
HPQ,0,20121115,101339,13.26000,800
HPQ,0,20121115,101339,13.26000,300
HPQ,0,20121115,101339,13.26000,800
HPQ,0,20121115,101339,13.26000,800
HPQ,0,20121115,101339,13.26000,200
HPQ,0,20121115,101339,13.26000,200
HPQ,0,20121115,101339,13.27000,100
HPQ,0,20121115,101345,13.26000,200
HPQ,0,20121115,101349,13.26000,160
HPQ,0,20121115,101349,13.26000,100
HPQ,0,20121115,101350,13.25500,2300
HPQ,0,20121115,101350,13.25500,800
HPQ,0,20121115,101350,13.26000,800
HPQ,0,20121115,101350,13.26000,200
HPQ,0,20121115,101351,13.26000,200
HPQ,0,20121115,101403,13.26000,400
HPQ,0,20121115,101403,13.26000,500
HPQ,0,20121115,101411,13.26000,113
HPQ,0,20121115,101411,13.26000,400
HPQ,0,20121115,101411,13.26000,200
HPQ,0,20121115,101411,13.26000,300
HPQ,0,20121115,101518,13.26000,100
HPQ,0,20121115,101518,13.26000,100
HPQ,0,20121115,101518,13.26000,100
HPQ,0,20121115,101518,13.26000,100
HPQ,0,20121115,101518,13.26000,100
HPQ,0,20121115,101518,13.26000,1100
HPQ,0,20121115,101518,13.26000,200
HPQ,0,20121115,101519,13.26500,100
HPQ,0,20121115,101524,13.26000,300
HPQ,0,20121115,101524,13.26000,100
HPQ,0,20121115,101524,13.26000,200
HPQ,0,20121115,101524,13.26000,200
HPQ,0,20121115,101524,13.26000,500
HPQ,0,20121115,101524,13.26000,300
HPQ,0,20121115,101524,13.26000,400
HPQ,0,20121115,101524,13.26000,100
HPQ,0,20121115,101524,13.26000,100
HPQ,0,20121115,101524,13.26000,200
HPQ,0,20121115,101541,13.25000,199
HPQ,0,20121115,101541,13.25000,100
HPQ,0,20121115,101541,13.25000,200
HPQ,0,20121115,101541,13.24000,200
HPQ,0,20121115,101541,13.24000,120
HPQ,0,20121115,101541,13.24000,100
HPQ,0,20121115,101541,13.24000,100
HPQ,0,20121115,101541,13.24000,300
HPQ,0,20121115,101548,13.24000,300
HPQ,0,20121115,101548,13.24000,200
HPQ,0,20121115,101548,13.24000,100
HPQ,0,20121115,101548,13.24000,100
HPQ,0,20121115,101548,13.24000,100
HPQ,0,20121115,101548,13.24000,100
HPQ,0,20121115,101548,13.24000,2100
HPQ,0,20121115,101548,13.24000,300
HPQ,0,20121115,101548,13.24000,100
HPQ,0,20121115,101548,13.24500,100
HPQ,0,20121115,101550,13.24500,100
HPQ,0,20121115,101555,13.25000,300
HPQ,0,20121115,101555,13.25000,200
HPQ,0,20121115,101600,13.25500,800
HPQ,0,20121115,101600,13.25500,2000
HPQ,0,20121115,101600,13.25500,100
HPQ,0,20121115,101600,13.25000,800
HPQ,0,20121115,101600,13.25000,398
HPQ,0,20121115,101600,13.25000,200
HPQ,0,20121115,101600,13.25000,102
HPQ,0,20121115,101600,13.25000,100
HPQ,0,20121115,101600,13.25500,100
HPQ,0,20121115,101600,13.25500,100
HPQ,0,20121115,101620,13.25000,400
HPQ,0,20121115,101620,13.25000,150
HPQ,0,20121115,101622,13.25000,250
HPQ,0,20121115,101622,13.25000,300
HPQ,0,20121115,101622,13.25000,100
HPQ,0,20121115,101622,13.25000,300
HPQ,0,20121115,101622,13.24500,100
HPQ,0,20121115,101622,13.25000,400
HPQ,0,20121115,101622,13.25000,400
HPQ,0,20121115,101622,13.25000,213
HPQ,0,20121115,101622,13.25000,300
HPQ,0,20121115,101622,13.25000,800
HPQ,0,20121115,101622,13.25000,700
HPQ,0,20121115,101622,13.25000,300
HPQ,0,20121115,101622,13.25000,100
HPQ,0,20121115,101622,13.25000,300
HPQ,0,20121115,101622,13.25000,400
HPQ,0,20121115,101622,13.25000,300
HPQ,0,20121115,101623,13.25000,100
HPQ,0,20121115,101634,13.25000,200
HPQ,0,20121115,101634,13.25000,200
HPQ,0,20121115,101634,13.25000,300
HPQ,0,20121115,101634,13.25000,400
HPQ,0,20121115,101634,13.25000,100
HPQ,0,20121115,101634,13.25000,150
HPQ,0,20121115,101634,13.25000,250
HPQ,0,20121115,101634,13.25000,200
HPQ,0,20121115,101634,13.25000,150
HPQ,0,20121115,101636,13.24500,100
HPQ,0,20121115,101636,13.25000,400
HPQ,0,20121115,101636,13.25000,300
HPQ,0,20121115,101636,13.25000,300
HPQ,0,20121115,101636,13.25000,400
HPQ,0,20121115,101636,13.25000,100
HPQ,0,20121115,101636,13.25000,100
HPQ,0,20121115,101636,13.25000,100
HPQ,0,20121115,101636,13.25000,100
HPQ,0,20121115,101636,13.25000,100
HPQ,0,20121115,101636,13.25000,200
HPQ,0,20121115,101636,13.25000,200
HPQ,0,20121115,101636,13.25000,100
HPQ,0,20121115,101636,13.25000,200
HPQ,0,20121115,101636,13.25000,500
HPQ,0,20121115,101636,13.25000,200
HPQ,0,20121115,101636,13.25000,100
HPQ,0,20121115,101641,13.24000,300
HPQ,0,20121115,101641,13.24000,300
HPQ,0,20121115,101641,13.24000,100
HPQ,0,20121115,101641,13.24000,300
HPQ,0,20121115,101641,13.24000,100
HPQ,0,20121115,101641,13.24000,200
HPQ,0,20121115,101701,13.23000,160
HPQ,0,20121115,101701,13.23000,200
HPQ,0,20121115,101716,13.22000,100
HPQ,0,20121115,101746,13.23000,350
HPQ,0,20121115,101746,13.23000,300
HPQ,0,20121115,101746,13.23000,100
HPQ,0,20121115,101746,13.23000,300
HPQ,0,20121115,101746,13.23000,800
HPQ,0,20121115,101746,13.23000,300
HPQ,0,20121115,101746,13.23000,100
HPQ,0,20121115,101746,13.23000,724
HPQ,0,20121115,101746,13.23000,300
HPQ,0,20121115,101746,13.23000,400
HPQ,0,20121115,101746,13.23000,200
HPQ,0,20121115,101746,13.23000,100
HPQ,0,20121115,101746,13.23000,200
HPQ,0,20121115,101746,13.23000,100
HPQ,0,20121115,101746,13.23000,300
HPQ,0,20121115,101746,13.23000,300
HPQ,0,20121115,101747,13.23000,300
HPQ,0,20121115,101747,13.23000,200
HPQ,0,20121115,101747,13.23000,300
HPQ,0,20121115,101748,13.23000,200
HPQ,0,20121115,101753,13.23000,200
HPQ,0,20121115,101756,13.23000,100
HPQ,0,20121115,101756,13.23000,200
HPQ,0,20121115,101805,13.23000,300
HPQ,0,20121115,101805,13.23000,400
HPQ,0,20121115,101820,13.22000,280
HPQ,0,20121115,101820,13.22000,100
HPQ,0,20121115,101820,13.22000,300
HPQ,0,20121115,101820,13.22000,220
HPQ,0,20121115,101958,13.22500,100
HPQ,0,20121115,102008,13.22500,100
HPQ,0,20121115,102031,13.22000,300
HPQ,0,20121115,102031,13.22000,300
HPQ,0,20121115,102031,13.22000,100
HPQ,0,20121115,102031,13.22000,200
HPQ,0,20121115,102035,13.21000,400
HPQ,0,20121115,102035,13.21000,100
HPQ,0,20121115,102038,13.21000,100
HPQ,0,20121115,102038,13.21000,200
HPQ,0,20121115,102038,13.21000,300
HPQ,0,20121115,102038,13.21000,500
HPQ,0,20121115,102038,13.21000,100
HPQ,0,20121115,102038,13.21000,400
HPQ,0,20121115,102039,13.20500,200
HPQ,0,20121115,102041,13.21000,200
HPQ,0,20121115,102041,13.21000,100
HPQ,0,20121115,102041,13.21000,100
HPQ,0,20121115,102112,13.21000,101
HPQ,0,20121115,102116,13.21000,100
HPQ,0,20121115,102116,13.21000,100
HPQ,0,20121115,102116,13.21000,100
HPQ,0,20121115,102132,13.21000,101
HPQ,0,20121115,102135,13.21000,299
HPQ,0,20121115,102135,13.21000,100
HPQ,0,20121115,102135,13.21000,100
HPQ,0,20121115,102135,13.21000,200
HPQ,0,20121115,102136,13.20000,100
HPQ,0,20121115,102152,13.20000,100
HPQ,0,20121115,102152,13.20000,100
HPQ,0,20121115,102152,13.20000,100
HPQ,0,20121115,102154,13.20000,100
HPQ,0,20121115,102156,13.20000,200
HPQ,0,20121115,102156,13.20000,100
HPQ,0,20121115,102156,13.20000,200
HPQ,0,20121115,102156,13.20000,100
HPQ,0,20121115,102156,13.19000,100
HPQ,0,20121115,102210,13.19000,400
HPQ,0,20121115,102214,13.18000,200
HPQ,0,20121115,102214,13.18000,100
HPQ,0,20121115,102239,13.18000,100
HPQ,0,20121115,102239,13.18000,100
HPQ,0,20121115,102415,13.19000,333
HPQ,0,20121115,102415,13.19000,100
HPQ,0,20121115,102415,13.19000,100
HPQ,0,20121115,102415,13.19000,100
HPQ,0,20121115,102415,13.19000,100
HPQ,0,20121115,102417,13.19500,100
HPQ,0,20121115,102502,13.19000,171
HPQ,0,20121115,102502,13.19000,300
HPQ,0,20121115,102502,13.19000,500
HPQ,0,20121115,102502,13.19000,500
HPQ,0,20121115,102502,13.19000,200
HPQ,0,20121115,102502,13.19000,200
HPQ,0,20121115,102502,13.19000,300
HPQ,0,20121115,102502,13.19000,200
HPQ,0,20121115,102502,13.19000,229
HPQ,0,20121115,102502,13.18000,100
HPQ,0,20121115,102502,13.18000,100
HPQ,0,20121115,102502,13.18000,100
HPQ,0,20121115,102503,13.18000,200
HPQ,0,20121115,102503,13.18000,1200
HPQ,0,20121115,102503,13.18000,100
HPQ,0,20121115,102519,13.18000,235
HPQ,0,20121115,102519,13.18000,100
HPQ,0,20121115,102519,13.18000,100
HPQ,0,20121115,102519,13.18000,132
HPQ,0,20121115,102519,13.18000,4768
HPQ,0,20121115,102519,13.18000,100
HPQ,0,20121115,102519,13.18000,100
HPQ,0,20121115,102519,13.17000,100
HPQ,0,20121115,102525,13.17000,100
HPQ,0,20121115,102525,13.17000,300
HPQ,0,20121115,102525,13.17000,200
HPQ,0,20121115,102535,13.16000,100
HPQ,0,20121115,102540,13.16000,100
HPQ,0,20121115,102540,13.16000,300
HPQ,0,20121115,102540,13.16000,200
HPQ,0,20121115,102540,13.16000,100
HPQ,0,20121115,102540,13.16000,300
HPQ,0,20121115,102540,13.16000,300
HPQ,0,20121115,102540,13.16000,100
HPQ,0,20121115,102549,13.16000,100
HPQ,0,20121115,102549,13.16000,100
HPQ,0,20121115,102552,13.16000,200
HPQ,0,20121115,102552,13.16000,100
HPQ,0,20121115,102630,13.15000,100
HPQ,0,20121115,102630,13.15000,100
HPQ,0,20121115,102631,13.15000,100
HPQ,0,20121115,102631,13.15000,100
HPQ,0,20121115,102632,13.15000,100
HPQ,0,20121115,102632,13.15000,100
HPQ,0,20121115,102634,13.15000,100
HPQ,0,20121115,102637,13.15000,200
HPQ,0,20121115,102637,13.15000,300
HPQ,0,20121115,102657,13.14000,100
HPQ,0,20121115,102657,13.14000,100
HPQ,0,20121115,102657,13.14000,300
HPQ,0,20121115,102657,13.14000,200
HPQ,0,20121115,102657,13.14000,100
HPQ,0,20121115,102657,13.14000,100
HPQ,0,20121115,102657,13.14000,100
HPQ,0,20121115,102658,13.14000,200
HPQ,0,20121115,102658,13.14000,200
HPQ,0,20121115,102658,13.14000,200
HPQ,0,20121115,102658,13.14000,100
HPQ,0,20121115,102658,13.14000,300
HPQ,0,20121115,102658,13.14000,200
HPQ,0,20121115,102658,13.14000,100
HPQ,0,20121115,102706,13.14000,100
HPQ,0,20121115,102716,13.13500,100
HPQ,0,20121115,102716,13.13500,100
HPQ,0,20121115,102716,13.13500,100
HPQ,0,20121115,102716,13.13500,200
HPQ,0,20121115,102726,13.13000,100
HPQ,0,20121115,102728,13.13000,200
HPQ,0,20121115,102733,13.13000,200
HPQ,0,20121115,102733,13.13000,196
HPQ,0,20121115,102808,13.13000,100
HPQ,0,20121115,102810,13.13000,104
HPQ,0,20121115,102810,13.13000,500
HPQ,0,20121115,102810,13.13500,100
HPQ,0,20121115,102825,13.13000,100
HPQ,0,20121115,102825,13.13000,400
HPQ,0,20121115,102825,13.13000,500
HPQ,0,20121115,102825,13.13000,500
HPQ,0,20121115,102825,13.13000,200
HPQ,0,20121115,102825,13.13000,300
HPQ,0,20121115,102832,13.13000,200
HPQ,0,20121115,102833,13.12500,100
HPQ,0,20121115,102833,13.13000,400
HPQ,0,20121115,102833,13.13000,700
HPQ,0,20121115,102833,13.13000,100
HPQ,0,20121115,102833,13.13000,100
HPQ,0,20121115,102859,13.13000,500
HPQ,0,20121115,102859,13.13000,300
HPQ,0,20121115,102950,13.13000,200
HPQ,0,20121115,102950,13.13000,100
HPQ,0,20121115,102950,13.13000,300
HPQ,0,20121115,102950,13.13000,100
HPQ,0,20121115,102950,13.13000,400
HPQ,0,20121115,102950,13.13000,100
HPQ,0,20121115,102950,13.13000,100
HPQ,0,20121115,102953,13.13000,100
HPQ,0,20121115,103000,13.13500,100
HPQ,0,20121115,103006,13.13000,100
HPQ,0,20121115,103022,13.13500,100
HPQ,0,20121115,103028,13.13500,500
HPQ,0,20121115,103028,13.13500,400
HPQ,0,20121115,103028,13.13500,100
HPQ,0,20121115,103028,13.14000,300
HPQ,0,20121115,103028,13.14000,100
HPQ,0,20121115,103028,13.14000,300
HPQ,0,20121115,103028,13.14000,200
HPQ,0,20121115,103028,13.14000,1000
HPQ,0,20121115,103028,13.14000,2300
HPQ,0,20121115,103028,13.15000,100
HPQ,0,20121115,103028,13.15000,100
HPQ,0,20121115,103032,13.15000,200
HPQ,0,20121115,103032,13.15000,200
HPQ,0,20121115,103032,13.15000,200
HPQ,0,20121115,103032,13.15000,200
HPQ,0,20121115,103032,13.15000,200
HPQ,0,20121115,103032,13.15000,100
HPQ,0,20121115,103032,13.15000,600
HPQ,0,20121115,103032,13.15000,300
HPQ,0,20121115,103032,13.16000,338
HPQ,0,20121115,103032,13.16000,400
HPQ,0,20121115,103032,13.16000,500
HPQ,0,20121115,103032,13.16000,400
HPQ,0,20121115,103032,13.16000,300
HPQ,0,20121115,103032,13.16000,100
HPQ,0,20121115,103032,13.16000,100
HPQ,0,20121115,103032,13.16000,200
HPQ,0,20121115,103032,13.16000,100
HPQ,0,20121115,103034,13.15000,100
HPQ,0,20121115,103041,13.14500,100
HPQ,0,20121115,103052,13.14500,100
HPQ,0,20121115,103052,13.15000,400
HPQ,0,20121115,103052,13.15000,100
HPQ,0,20121115,103052,13.15000,200
HPQ,0,20121115,103052,13.15000,400
HPQ,0,20121115,103052,13.15000,100
HPQ,0,20121115,103052,13.15000,100
HPQ,0,20121115,103052,13.15000,100
HPQ,0,20121115,103052,13.15000,100
HPQ,0,20121115,103052,13.15000,200
HPQ,0,20121115,103053,13.16000,150
HPQ,0,20121115,103053,13.16000,150
HPQ,0,20121115,103053,13.16000,600
HPQ,0,20121115,103053,13.16000,400
HPQ,0,20121115,103053,13.16000,400
HPQ,0,20121115,103053,13.16000,200
HPQ,0,20121115,103053,13.16000,221
HPQ,0,20121115,103053,13.15500,100
HPQ,0,20121115,103053,13.16000,200
HPQ,0,20121115,103107,13.15000,100
HPQ,0,20121115,103107,13.15000,200
HPQ,0,20121115,103107,13.15000,200
HPQ,0,20121115,103107,13.15000,400
HPQ,0,20121115,103107,13.15000,200
HPQ,0,20121115,103107,13.15000,400
HPQ,0,20121115,103107,13.15000,100
HPQ,0,20121115,103107,13.15000,400
HPQ,0,20121115,103107,13.15000,300
HPQ,0,20121115,103107,13.15000,100
HPQ,0,20121115,103107,13.15000,200
HPQ,0,20121115,103107,13.15000,100
HPQ,0,20121115,103107,13.15000,200
HPQ,0,20121115,103107,13.15000,100
HPQ,0,20121115,103107,13.14000,600
HPQ,0,20121115,103107,13.14000,200
HPQ,0,20121115,103107,13.14000,100
HPQ,0,20121115,103107,13.14000,100
HPQ,0,20121115,103126,13.14000,200
HPQ,0,20121115,103126,13.14000,300
HPQ,0,20121115,103126,13.14000,600
HPQ,0,20121115,103126,13.14000,200
HPQ,0,20121115,103127,13.13500,100
HPQ,0,20121115,103127,13.13500,200
HPQ,0,20121115,103127,13.13500,200
HPQ,0,20121115,103127,13.14000,600
HPQ,0,20121115,103127,13.14000,100
HPQ,0,20121115,103127,13.14000,100
HPQ,0,20121115,103127,13.14000,100
HPQ,0,20121115,103127,13.14000,100
HPQ,0,20121115,103127,13.14000,300
HPQ,0,20121115,103131,13.14000,300
HPQ,0,20121115,103142,13.14000,100
HPQ,0,20121115,103204,13.14000,300
HPQ,0,20121115,103204,13.14000,200
HPQ,0,20121115,103204,13.14000,274
HPQ,0,20121115,103204,13.14000,226
HPQ,0,20121115,103204,13.14000,100
HPQ,0,20121115,103204,13.14000,422
HPQ,0,20121115,103204,13.14000,100
HPQ,0,20121115,103204,13.14000,382
HPQ,0,20121115,103204,13.13000,500
HPQ,0,20121115,103207,13.13000,200
HPQ,0,20121115,103208,13.13000,400
HPQ,0,20121115,103335,13.13500,364
HPQ,0,20121115,103335,13.14000,400
HPQ,0,20121115,103335,13.14000,100
HPQ,0,20121115,103335,13.14000,100
HPQ,0,20121115,103335,13.14000,600
HPQ,0,20121115,103335,13.14000,400
HPQ,0,20121115,103335,13.14000,500
HPQ,0,20121115,103335,13.14000,200
HPQ,0,20121115,103337,13.14000,100
HPQ,0,20121115,103407,13.15000,200
HPQ,0,20121115,103454,13.14500,100
HPQ,0,20121115,103454,13.14500,100
HPQ,0,20121115,103454,13.15000,400
HPQ,0,20121115,103454,13.15000,100
HPQ,0,20121115,103454,13.15000,1400
HPQ,0,20121115,103454,13.15000,1100
HPQ,0,20121115,103454,13.15000,600
HPQ,0,20121115,103454,13.15000,1400
HPQ,0,20121115,103454,13.16000,200
HPQ,0,20121115,103454,13.16000,100
HPQ,0,20121115,103513,13.16000,300
HPQ,0,20121115,103513,13.16000,100
HPQ,0,20121115,103520,13.16000,800
HPQ,0,20121115,103520,13.16000,200
HPQ,0,20121115,103520,13.16000,500
HPQ,0,20121115,103520,13.16000,700
HPQ,0,20121115,103520,13.16000,200
HPQ,0,20121115,103520,13.16000,500
HPQ,0,20121115,103520,13.16000,200
HPQ,0,20121115,103520,13.16000,200
HPQ,0,20121115,103520,13.16000,500
HPQ,0,20121115,103520,13.16000,300
HPQ,0,20121115,103520,13.16000,100
HPQ,0,20121115,103520,13.16000,400
HPQ,0,20121115,103520,13.16000,200
HPQ,0,20121115,103520,13.16000,200
HPQ,0,20121115,103520,13.16000,100
HPQ,0,20121115,103520,13.15000,200
HPQ,0,20121115,103520,13.15000,200
HPQ,0,20121115,103520,13.15000,100
HPQ,0,20121115,103527,13.15500,100
HPQ,0,20121115,103527,13.16000,100
HPQ,0,20121115,103527,13.16000,100
HPQ,0,20121115,103604,13.15000,100
HPQ,0,20121115,103644,13.16000,400
HPQ,0,20121115,103644,13.16000,100
HPQ,0,20121115,103644,13.16000,100
HPQ,0,20121115,103644,13.16000,1200
HPQ,0,20121115,103644,13.16000,1300
HPQ,0,20121115,103644,13.16000,100
HPQ,0,20121115,103644,13.16000,1400
HPQ,0,20121115,103644,13.17000,400
HPQ,0,20121115,103644,13.17000,250
HPQ,0,20121115,103644,13.17000,300
HPQ,0,20121115,103644,13.17000,150
HPQ,0,20121115,103737,13.17000,100
HPQ,0,20121115,103737,13.17000,300
HPQ,0,20121115,103737,13.17000,200
HPQ,0,20121115,103737,13.17000,200
HPQ,0,20121115,103737,13.17000,100
HPQ,0,20121115,103737,13.17000,300
HPQ,0,20121115,103737,13.17000,200
HPQ,0,20121115,103737,13.17000,300
HPQ,0,20121115,103737,13.17000,300
HPQ,0,20121115,103737,13.16500,200
HPQ,0,20121115,103819,13.16000,500
HPQ,0,20121115,103819,13.16000,300
HPQ,0,20121115,103819,13.16000,300
HPQ,0,20121115,103819,13.15000,200
HPQ,0,20121115,103819,13.15500,100
HPQ,0,20121115,103819,13.15000,100
HPQ,0,20121115,103912,13.15000,200
HPQ,0,20121115,103912,13.15000,200
HPQ,0,20121115,103912,13.15000,100
HPQ,0,20121115,103912,13.15000,300
HPQ,0,20121115,103912,13.15000,300
HPQ,0,20121115,103912,13.15000,100
HPQ,0,20121115,103913,13.14500,100
HPQ,0,20121115,103913,13.14500,100
HPQ,0,20121115,103935,13.14000,300
HPQ,0,20121115,103935,13.14000,100
HPQ,0,20121115,103935,13.14000,700
HPQ,0,20121115,103935,13.14000,200
HPQ,0,20121115,103935,13.14000,500
HPQ,0,20121115,103935,13.14000,800
HPQ,0,20121115,103935,13.14000,300
HPQ,0,20121115,103935,13.14000,100
HPQ,0,20121115,103935,13.14000,200
HPQ,0,20121115,103935,13.14000,700
HPQ,0,20121115,103935,13.14000,300
HPQ,0,20121115,103935,13.14000,1800
HPQ,0,20121115,103935,13.14000,500
HPQ,0,20121115,103935,13.14000,200
HPQ,0,20121115,103935,13.14000,100
HPQ,0,20121115,103935,13.13500,100
HPQ,0,20121115,103935,13.14000,136
HPQ,0,20121115,103935,13.14000,364
